category,frequency,cluster_id,category_name
Colori e Vernici (Dettaglio),1,7,"Decorative arts, photography, antiques & artisan crafts"
antiichabile belle arti,1,7,"Decorative arts, photography, antiques & artisan crafts"
Conservatore Archivio Storico d’Arte Contemp.,1,7,"Decorative arts, photography, antiques & artisan crafts"
cristalli e specchi (commercio e lavorazione),1,7,"Decorative arts, photography, antiques & artisan crafts"
notelli gressi e lavorati,1,7,"Decorative arts, photography, antiques & artisan crafts"
oggetti artistici per regali,1,7,"Decorative arts, photography, antiques & artisan crafts"
Mosaicista,1,7,"Decorative arts, photography, antiques & artisan crafts"
detta artigianale,1,7,"Decorative arts, photography, antiques & artisan crafts"
vetreria in genere e lampadari,1,7,"Decorative arts, photography, antiques & artisan crafts"
Metall d'Arte,1,7,"Decorative arts, photography, antiques & artisan crafts"
specialitá veneziane,1,7,"Decorative arts, photography, antiques & artisan crafts"
"fiori, piante e cementisti",1,7,"Decorative arts, photography, antiques & artisan crafts"
Fotografia,1,7,"Decorative arts, photography, antiques & artisan crafts"
Antiche,1,7,"Decorative arts, photography, antiques & artisan crafts"
"Ritratti artistici, Lavori industriali",1,7,"Decorative arts, photography, antiques & artisan crafts"
colori e vernici (dett.),1,7,"Decorative arts, photography, antiques & artisan crafts"
(gabinetti di posa),1,7,"Decorative arts, photography, antiques & artisan crafts"
artistic,1,7,"Decorative arts, photography, antiques & artisan crafts"
"""Pavimenti e rivestimenti""",1,7,"Decorative arts, photography, antiques & artisan crafts"
Scuola di dattilografia,1,7,"Decorative arts, photography, antiques & artisan crafts"
"INSEGNE DECORAZIONI AL NEON, IMPIANTI DI ILLUMINAZIONE A GAS RARI, AGENTE PER IL VENETO S. A. SUPER LUX",1,7,"Decorative arts, photography, antiques & artisan crafts"
galleria d’arte,1,7,"Decorative arts, photography, antiques & artisan crafts"
tappetti decorazioni,1,7,"Decorative arts, photography, antiques & artisan crafts"
Officina di Villar Perosa,1,7,"Decorative arts, photography, antiques & artisan crafts"
Pavimentazioni e Rivestimenti Musici e Vetrosi,1,7,"Decorative arts, photography, antiques & artisan crafts"
compatabile suprimetendenza al Monumenti Medianei e Moderni del Veneto Orientale,1,7,"Decorative arts, photography, antiques & artisan crafts"
vetri in genere e lampadari,1,7,"Decorative arts, photography, antiques & artisan crafts"
libri antichi,1,7,"Decorative arts, photography, antiques & artisan crafts"
carta da parati ed affini,1,7,"Decorative arts, photography, antiques & artisan crafts"
Mosaici Articoli Gres Industriali Ceramiche Aprile Lavorate,1,7,"Decorative arts, photography, antiques & artisan crafts"
Economo Accademia di Belle Arti e Liceo Arti,1,7,"Decorative arts, photography, antiques & artisan crafts"
disegnatore,1,7,"Decorative arts, photography, antiques & artisan crafts"
decoratore o pittore,1,7,"Decorative arts, photography, antiques & artisan crafts"
PAVIMENTAZIONE RIVESTIMENTI MUSIVI VETROSI,1,7,"Decorative arts, photography, antiques & artisan crafts"
"Reparto di cinografico, vendita materie fotocinematografiche",1,7,"Decorative arts, photography, antiques & artisan crafts"
Ceramica,1,7,"Decorative arts, photography, antiques & artisan crafts"
Macchine per scrivere,144,8,
Macchine per scrivere - Calcolatrici - Duplicatori,66,8,
Elettricisti e Idraulici,36,8,"Office equipment, electrical, mechanical & industrial trades"
Febbri ferrai e meccecini,25,8,"Office equipment, electrical, mechanical & industrial trades"
Elettricità,22,8,"Office equipment, electrical, mechanical & industrial trades"
DISINFESTAZIONI UNIVERSALI,20,8,"Office equipment, electrical, mechanical & industrial trades"
Elettricità - Idraulica,19,8,"Office equipment, electrical, mechanical & industrial trades"
SCHEDARI - MOBILI PER UFFICIO - MACCHINE CONTABILI - MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,17,8,
macchinari,16,8,"Office equipment, electrical, mechanical & industrial trades"
Ferramenta e metalli,15,8,"Office equipment, electrical, mechanical & industrial trades"
Apparecchi e materiale radio,14,8,"Office equipment, electrical, mechanical & industrial trades"
Materiale elettrico,14,8,"Office equipment, electrical, mechanical & industrial trades"
Lavanderie meccaniche,13,8,"Office equipment, electrical, mechanical & industrial trades"
Ferramenta in Genere,12,8,"Office equipment, electrical, mechanical & industrial trades"
Tubazioni industriali,12,8,"Office equipment, electrical, mechanical & industrial trades"
ingegnere,11,8,"Office equipment, electrical, mechanical & industrial trades"
Grammofoni e dischi,8,8,"Office equipment, electrical, mechanical & industrial trades"
elettricista e idraulico,8,8,"Office equipment, electrical, mechanical & industrial trades"
fabbro ferraio e meccanico,8,8,"Office equipment, electrical, mechanical & industrial trades"
Articoli Tecnici,7,8,"Office equipment, electrical, mechanical & industrial trades"
apparecchi e materiale radio,7,8,"Office equipment, electrical, mechanical & industrial trades"
Strumenti musicali,7,8,"Office equipment, electrical, mechanical & industrial trades"
Apparecchiature elettriche automatiche,6,8,"Office equipment, electrical, mechanical & industrial trades"
Fonderie Meccaniche,6,8,"Office equipment, electrical, mechanical & industrial trades"
"Incisori, cesellatori sbozzatori",6,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine calcolatrici,6,8,"Office equipment, electrical, mechanical & industrial trades"
Officine elettromeccaniche,6,8,"Office equipment, electrical, mechanical & industrial trades"
elettricità idraulica e gas,6,8,"Office equipment, electrical, mechanical & industrial trades"
Società industriale,6,8,"Office equipment, electrical, mechanical & industrial trades"
radio e radiogrammofoni,5,8,"Office equipment, electrical, mechanical & industrial trades"
radio (riparazioni),5,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine per ufficio,4,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine contabili,4,8,"Office equipment, electrical, mechanical & industrial trades"
Meccanuficio,4,8,"Office equipment, electrical, mechanical & industrial trades"
Officine meccaniche metallurgiche e costruzioni in ferro,4,8,"Office equipment, electrical, mechanical & industrial trades"
Ottiche (Industria),4,8,"Office equipment, electrical, mechanical & industrial trades"
strumenti musicali,4,8,"Office equipment, electrical, mechanical & industrial trades"
ferramenta e metalli,4,8,"Office equipment, electrical, mechanical & industrial trades"
articoli elettrici,3,8,"Office equipment, electrical, mechanical & industrial trades"
Argentatura e doratura,3,8,"Office equipment, electrical, mechanical & industrial trades"
officina meccanica e metallurgica,3,8,"Office equipment, electrical, mechanical & industrial trades"
rappresentante apparecchi e materiale radio,3,8,"Office equipment, electrical, mechanical & industrial trades"
Addizionatrici,2,8,"Office equipment, electrical, mechanical & industrial trades"
Accordatori pianoforti,2,8,"Office equipment, electrical, mechanical & industrial trades"
Articoli Elettrici,2,8,"Office equipment, electrical, mechanical & industrial trades"
Elettrodi,2,8,"Office equipment, electrical, mechanical & industrial trades"
Elettrotecnica,2,8,"Office equipment, electrical, mechanical & industrial trades"
COPERTURE - RIVESTIMENTI - TUBAZIONI,2,8,"Office equipment, electrical, mechanical & industrial trades"
Idraulica e sanitaria,2,8,"Office equipment, electrical, mechanical & industrial trades"
Impianti elettrici,2,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine agricole,2,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine cinematografiche,2,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine utensili,2,8,"Office equipment, electrical, mechanical & industrial trades"
Officine fabbrili,2,8,"Office equipment, electrical, mechanical & industrial trades"
"Rappresentanti e commissionari auto, cicli e accessori",2,8,"Office equipment, electrical, mechanical & industrial trades"
Società minerarie,2,8,"Office equipment, electrical, mechanical & industrial trades"
Ingegnere,2,8,"Office equipment, electrical, mechanical & industrial trades"
materiale elettrico,2,8,"Office equipment, electrical, mechanical & industrial trades"
officina meccanica metallurgica e costruzioni in ferro,2,8,"Office equipment, electrical, mechanical & industrial trades"
macchine cinematografiche,2,8,"Office equipment, electrical, mechanical & industrial trades"
carta cartoni ed affini (industria),2,8,"Office equipment, electrical, mechanical & industrial trades"
impianti di riscaldamento,2,8,"Office equipment, electrical, mechanical & industrial trades"
officina elettromeccanica,2,8,"Office equipment, electrical, mechanical & industrial trades"
impianti telefonici,2,8,"Office equipment, electrical, mechanical & industrial trades"
Generatori Acetilene brevettati,2,8,"Office equipment, electrical, mechanical & industrial trades"
Cicli e Motocicli,1,8,"Office equipment, electrical, mechanical & industrial trades"
Impresa impianti elettrici industriali,1,8,"Office equipment, electrical, mechanical & industrial trades"
Officina riparazioni,1,8,"Office equipment, electrical, mechanical & industrial trades"
Abiti riparazioni,1,8,"Office equipment, electrical, mechanical & industrial trades"
Accessori per auto e lubrificanti,1,8,"Office equipment, electrical, mechanical & industrial trades"
Fabbrica Acque Gassate - “Chabeso”,1,8,"Office equipment, electrical, mechanical & industrial trades"
FABBRICA ACQUE GASSATE,1,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine per scrivere - Calcolatrici - Duplicatori - OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,1,8,
Avvolgimento Motori,1,8,"Office equipment, electrical, mechanical & industrial trades"
Addizionatricei,1,8,"Office equipment, electrical, mechanical & industrial trades"
Industrial,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Compressori, Trapani, Smerigliatrici, Martelli pneumatici",1,8,"Office equipment, electrical, mechanical & industrial trades"
Costruzioni stradali e ferroviarie,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Officina elettrogalvanica, Argentatura, Ramatura, Biancatura, Ossidatura",1,8,"Office equipment, electrical, mechanical & industrial trades"
Negozi: Bottega dell'Elettricità,1,8,"Office equipment, electrical, mechanical & industrial trades"
produzione distribuzione,1,8,"Office equipment, electrical, mechanical & industrial trades"
Elettrochimica,1,8,"Office equipment, electrical, mechanical & industrial trades"
Elettrodomestica,1,8,"Office equipment, electrical, mechanical & industrial trades"
Elettrogalvanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Impianti e Forniture Industriali e Civili, Riscaldamenti Moderni, Idraulici, Sanitari, Elettricità ed affini",1,8,"Office equipment, electrical, mechanical & industrial trades"
Applicazioni elettroautomatiche impianti terrestri e navali,1,8,"Office equipment, electrical, mechanical & industrial trades"
STABILIMENTO ELETTRO - MECCANICO PER LA LAVORAZIONE DEL LEGNO,1,8,"Office equipment, electrical, mechanical & industrial trades"
Forniture meccaniche,1,8,"Office equipment, electrical, mechanical & industrial trades"
Fotindustria,1,8,"Office equipment, electrical, mechanical & industrial trades"
Gemme per veicoli,1,8,"Office equipment, electrical, mechanical & industrial trades"
"IMPIANTI E FORNITURE INDUSTRIALI E CIVILI, IN RISCALDAMENTI MODERNI, IDRAULICI, SANITARI, ELETTRICITÀ ED AFFINI, OFFICINA ELETTROME CANICA, SALDATURA AUTOGENA",1,8,"Office equipment, electrical, mechanical & industrial trades"
Impianti costruzioni elettriche,1,8,"Office equipment, electrical, mechanical & industrial trades"
Impianti riscaldamento,1,8,"Office equipment, electrical, mechanical & industrial trades"
Impianti Telefonici Automatici interni,1,8,"Office equipment, electrical, mechanical & industrial trades"
manutenzione strade ferrate,1,8,"Office equipment, electrical, mechanical & industrial trades"
costruzioni ferroviarie,1,8,"Office equipment, electrical, mechanical & industrial trades"
Porto Industriale,1,8,"Office equipment, electrical, mechanical & industrial trades"
Installazioni elettriche ed idrauliche e vendita materiale elettrico,1,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine e accessori,1,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine per scrivere e accessori,1,8,
Materiali radio elettrici,1,8,"Office equipment, electrical, mechanical & industrial trades"
Meccanica di precisione,1,8,"Office equipment, electrical, mechanical & industrial trades"
Motori,1,8,"Office equipment, electrical, mechanical & industrial trades"
Officine per carica accumulatori,1,8,"Office equipment, electrical, mechanical & industrial trades"
Officine industria alluminio,1,8,"Office equipment, electrical, mechanical & industrial trades"
Officina Meccanica e Fabbrile con Torneria,1,8,"Office equipment, electrical, mechanical & industrial trades"
Officine meccaniche e saldature,1,8,"Office equipment, electrical, mechanical & industrial trades"
Pianoforti di tutte le marche,1,8,"Office equipment, electrical, mechanical & industrial trades"
per L'industria Mineraria ed agricola,1,8,"Office equipment, electrical, mechanical & industrial trades"
Prodotti industriali,1,8,"Office equipment, electrical, mechanical & industrial trades"
Radiotecnico,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Riparazioni radiorecivitori normali e speciali - altoparlanti - microfoni, pick ups, ecc.",1,8,"Office equipment, electrical, mechanical & industrial trades"
Radiomeccanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
Riparazioni autoveicoli,1,8,"Office equipment, electrical, mechanical & industrial trades"
Riparazioni impianti tecnici e igienici,1,8,"Office equipment, electrical, mechanical & industrial trades"
Riparazioni riavvolgimenti macchine elettriche,1,8,"Office equipment, electrical, mechanical & industrial trades"
Scaldabagni elettrici,1,8,"Office equipment, electrical, mechanical & industrial trades"
Segnalazioni luminose,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Impianti Telefoni Automatici Interni, Autorizzata dall'Azienda di Stato",1,8,"Office equipment, electrical, mechanical & industrial trades"
Telefoni,1,8,"Office equipment, electrical, mechanical & industrial trades"
COMPRESSORI D’ARIA,1,8,"Office equipment, electrical, mechanical & industrial trades"
TRAPANI ELETTRICI,1,8,"Office equipment, electrical, mechanical & industrial trades"
Officina Meccanica Metallurgica e Costruzioni in Ferro,1,8,"Office equipment, electrical, mechanical & industrial trades"
Officina meccanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
Industria dello spettacolo,1,8,"Office equipment, electrical, mechanical & industrial trades"
eletricista,1,8,"Office equipment, electrical, mechanical & industrial trades"
no. industria,1,8,"Office equipment, electrical, mechanical & industrial trades"
officina meccanica metallurgica e construzioni in ferro,1,8,"Office equipment, electrical, mechanical & industrial trades"
Impianti Elettro-Industriali,1,8,"Office equipment, electrical, mechanical & industrial trades"
Elettricità Idraulica e Gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
strumenti musicali e materiele radio,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Articoli sanitari, Articoli di gomma, tecnici ed industriali, l'nper. meschi Pirelli, Buetti Berni e delle migliori Marche, Forniture complete per,Ambulatori""",1,8,"Office equipment, electrical, mechanical & industrial trades"
fonderia meccanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
La Radio-elettrica,1,8,"Office equipment, electrical, mechanical & industrial trades"
officina meccanica e saldature,1,8,"Office equipment, electrical, mechanical & industrial trades"
macchine contabili calcolatrici,1,8,
elettricisti idraulica gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
rappresento macchine,1,8,"Office equipment, electrical, mechanical & industrial trades"
Printe. Uff. Impianti Elettrici e di Segnalamento,1,8,"Office equipment, electrical, mechanical & industrial trades"
gas (industria),1,8,"Office equipment, electrical, mechanical & industrial trades"
"Soc. per Az. a. r. 1., electrica e idraulica",1,8,"Office equipment, electrical, mechanical & industrial trades"
tubazioni industriali,1,8,"Office equipment, electrical, mechanical & industrial trades"
materiali radio elettrici,1,8,"Office equipment, electrical, mechanical & industrial trades"
tornitore 2362,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricità idraulica gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
macchine elettrica industriali e motori,1,8,"Office equipment, electrical, mechanical & industrial trades"
impianti frigoriferi,1,8,"Office equipment, electrical, mechanical & industrial trades"
impianti condizionamento d'aria,1,8,"Office equipment, electrical, mechanical & industrial trades"
fabbro ferruic meccanico,1,8,"Office equipment, electrical, mechanical & industrial trades"
pittunzionii industriali,1,8,"Office equipment, electrical, mechanical & industrial trades"
Apparecchi o materiale radio,1,8,"Office equipment, electrical, mechanical & industrial trades"
ferramenta,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricista idraulica e gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
Industria,1,8,"Office equipment, electrical, mechanical & industrial trades"
Generatori Accellene Brevettati,1,8,"Office equipment, electrical, mechanical & industrial trades"
Offlcina Elettromeccanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
officina fabbrile,1,8,"Office equipment, electrical, mechanical & industrial trades"
fabhro ferraio e meccanico,1,8,"Office equipment, electrical, mechanical & industrial trades"
Ferri e Metalli Usati,1,8,"Office equipment, electrical, mechanical & industrial trades"
accordatori pianoforti,1,8,"Office equipment, electrical, mechanical & industrial trades"
rappresentante macchine,1,8,"Office equipment, electrical, mechanical & industrial trades"
magil'na (fabbrica),1,8,"Office equipment, electrical, mechanical & industrial trades"
fabbrica e deposito,1,8,"Office equipment, electrical, mechanical & industrial trades"
Radio e radiogrammofoni,1,8,"Office equipment, electrical, mechanical & industrial trades"
Elettricista idraulica e gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
rapprsentate macchinari,1,8,"Office equipment, electrical, mechanical & industrial trades"
fabbrica,1,8,"Office equipment, electrical, mechanical & industrial trades"
frigoriferi,1,8,"Office equipment, electrical, mechanical & industrial trades"
Apparecchi agricoli,1,8,"Office equipment, electrical, mechanical & industrial trades"
rappresentante materiale elettrico,1,8,"Office equipment, electrical, mechanical & industrial trades"
prov. servizio impianti sport,1,8,"Office equipment, electrical, mechanical & industrial trades"
rappresentante macchineri,1,8,"Office equipment, electrical, mechanical & industrial trades"
Fonderia meccanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
macchine a motori,1,8,"Office equipment, electrical, mechanical & industrial trades"
eletrogavanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Costruzioni ed impianti elettrici idraulici sanitari e gas, Officina riparazioni, Venezia materiale",1,8,"Office equipment, electrical, mechanical & industrial trades"
"cicli e motocicli (accessori, riparazioni, vendite)",1,8,"Office equipment, electrical, mechanical & industrial trades"
cicli e motocicli (noleggio nolecizio riparazioni),1,8,"Office equipment, electrical, mechanical & industrial trades"
fabbro e meccanico,1,8,"Office equipment, electrical, mechanical & industrial trades"
fabre ferraio e meccanico,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Ispett. Riparto Telegrafo Uff. Impianti Elettrici e di Segnalamento, Ferrovia dello Stato",1,8,"Office equipment, electrical, mechanical & industrial trades"
Radio riparazioni,1,8,"Office equipment, electrical, mechanical & industrial trades"
Fabbro ferraio meccanico,1,8,"Office equipment, electrical, mechanical & industrial trades"
"impianti e Forniture industriali e Civili, Risc. Moderni, Idraulici, Sanitari, Elettricità ed affini",1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricista idraulico,1,8,"Office equipment, electrical, mechanical & industrial trades"
Macchine per scrivene - Calcilatrici - Duplicatori,1,8,
Importazione Esportazione Commercio Prodotti del suolo e del Findustrie,1,8,"Office equipment, electrical, mechanical & industrial trades"
officina di Motoeicli,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Servizi accessori ferroviari, libereria",1,8,"Office equipment, electrical, mechanical & industrial trades"
Fabbrica,1,8,"Office equipment, electrical, mechanical & industrial trades"
industries,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricista,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Sez, Materiale Trazione",1,8,"Office equipment, electrical, mechanical & industrial trades"
radiomeccanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
impianti di riscaldamento elettricità idraulica e gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
gas (industrie),1,8,"Office equipment, electrical, mechanical & industrial trades"
prodotti industriali,1,8,"Office equipment, electrical, mechanical & industrial trades"
fonderia,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettromeccanica,1,8,"Office equipment, electrical, mechanical & industrial trades"
Fonderia p'eceuenca,1,8,"Office equipment, electrical, mechanical & industrial trades"
ghiaerio (fabbrica),1,8,"Office equipment, electrical, mechanical & industrial trades"
"impianti elettrici di qualsiasi tipo, Lampadari, Compresi illuminanti, Apparecchi o materiale elettrico, Proiettori, Vetrof diffusori primidali Holophane Fidenza. Rappresentante della Società e Compagnia Elettrotecnica Italian., ""Fidenza"". Soc. An. Vetraria, a Dueic (Termoconvettori e Termareatori eletrtic) ol A.E.R.); Apparecchiature Elettroe Razionali, Materiale per installazione m°, Agente della Soc. Fabbriche Rumci >Neon >, Venezia",1,8,"Office equipment, electrical, mechanical & industrial trades"
"Ufficio di Venezia, Sezioni: Stabilimento Grandi Motori, Ferriere Piemontesi, Industrie Metallurgiche ed Accialerie, Fonderie Ghisa, Materiale Ferroviario, S. A. Metalli, S. A. Produscia, S. A. Ricuperi Metallifei, Prodotti Vitoc e della Vetrooock.",1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricità e idraulica,1,8,"Office equipment, electrical, mechanical & industrial trades"
"mezzi S.M.L.T., elettricità idraulica e gas",1,8,"Office equipment, electrical, mechanical & industrial trades"
Soc. Veneta Impianti Elettrici e lettricit€: id-arulici,1,8,"Office equipment, electrical, mechanical & industrial trades"
Addizionatori,1,8,"Office equipment, electrical, mechanical & industrial trades"
Industria Acque Gassate,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricità e idraulica e gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
Premiata Fonderia Artistica Maccanica con Laboratorio Bronzi,1,8,"Office equipment, electrical, mechanical & industrial trades"
officina industria alluminio,1,8,"Office equipment, electrical, mechanical & industrial trades"
officium industria,1,8,"Office equipment, electrical, mechanical & industrial trades"
officina meccanici metalurgla e costruzioni in ferro,1,8,"Office equipment, electrical, mechanical & industrial trades"
poste e telegrafi,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettrotecnica,1,8,"Office equipment, electrical, mechanical & industrial trades"
materiali radio electri,1,8,"Office equipment, electrical, mechanical & industrial trades"
macchine sutenili nuove e do canzone,1,8,"Office equipment, electrical, mechanical & industrial trades"
Costruzioni Meccaniche,1,8,"Office equipment, electrical, mechanical & industrial trades"
"VETRI DIFFUSORI PRISMATICI PER ILLUMINAZIONE, PROIETTORI E RIFLETTORI PER ILLUMINAZIONE, PUBBLICA, INDUSTRIALE, STABILIMENTI E UFFICI, RAPPRESENTANTE S. A. SUPER LUX",1,8,"Office equipment, electrical, mechanical & industrial trades"
"IMPIANTI ELETTRICI DI QUAL SIASI TIPO, LAMPADARI, COMPLESSI ILLUMINANTI, APPARECCHI E MATERIALE ELETTRICO, PROIETTORI, VETRI DIFFUSORI PRISMATICI,",1,8,"Office equipment, electrical, mechanical & industrial trades"
fabbro ferrario e meccanico,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricità industriale e gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
"Forniture Statali, Parastatali e Private, Costruzioni Elettriche Centrali, Sottostazioni di Trasformazione e smistamento. Cabine di Trasformazione e di Manovra, Officine carica accumulatori. Linee per trasporto energia per alta e bassa tensione. Per trazioni o telefoniche in genere. Impianti di bordo: Da guerra e mercantili, industriali di luce o forza motricc., Domestici, Di segnalazione. In serie e ad intensità costante, Telefoni, Teatrali, Ospedalieri. Segnalamenti Terrestri e Marittimi. Acustici o luminosi. Macchinari Elettrici, Riparazioni, Riavvolgimenti.",1,8,"Office equipment, electrical, mechanical & industrial trades"
Associazione Regionale tra gli Industriali,1,8,"Office equipment, electrical, mechanical & industrial trades"
fabbro ferraio e mecca-nico,1,8,"Office equipment, electrical, mechanical & industrial trades"
Società Fabbriche Riunite,1,8,"Office equipment, electrical, mechanical & industrial trades"
cicli e motocicli (accessori,1,8,"Office equipment, electrical, mechanical & industrial trades"
radio (trasmissioni),1,8,"Office equipment, electrical, mechanical & industrial trades"
industria bostchiva,1,8,"Office equipment, electrical, mechanical & industrial trades"
commercio e lavorazione,1,8,"Office equipment, electrical, mechanical & industrial trades"
factories,1,8,"Office equipment, electrical, mechanical & industrial trades"
Coltellerie IN GENERE - ARROTATURA RASOI,1,8,"Office equipment, electrical, mechanical & industrial trades"
Elettricista,1,8,"Office equipment, electrical, mechanical & industrial trades"
rappresentante macchinari,1,8,"Office equipment, electrical, mechanical & industrial trades"
fabbro ferraro e meccanico,1,8,"Office equipment, electrical, mechanical & industrial trades"
Fabbrica Acque Gassate,1,8,"Office equipment, electrical, mechanical & industrial trades"
autoriparatori,1,8,"Office equipment, electrical, mechanical & industrial trades"
Ritocchi artistici - Lavori industriali - Reparto eliocinografico - vendita materiale fotocenematicografico,1,8,"Office equipment, electrical, mechanical & industrial trades"
Empoilo Materiale Elettfi.,1,8,"Office equipment, electrical, mechanical & industrial trades"
Fabbrica S. Baseggio 1124,1,8,"Office equipment, electrical, mechanical & industrial trades"
elettricita idraulica e gas,1,8,"Office equipment, electrical, mechanical & industrial trades"
SCHEDARI - MOBILI PER UFFICI - MACCHINE CONTABILI MACCHINE PER SCRIVERE DUPLICATORI - ACCESSORI,1,8,
regolatori di temperatura,1,8,"Office equipment, electrical, mechanical & industrial trades"
Impianti condizionamento d’aria,1,8,"Office equipment, electrical, mechanical & industrial trades"
Trattorie,181,9,"Food, grocery & hospitality trade"
Alimentari,136,9,"Food, grocery & hospitality trade"
trattoria,76,9,"Food, grocery & hospitality trade"
Specialità veneziane,74,9,"Food, grocery & hospitality trade"
alimentari (dett.),71,9,"Food, grocery & hospitality trade"
Generi alimentari,66,9,"Food, grocery & hospitality trade"
macelleria,58,9,"Food, grocery & hospitality trade"
Caffe,53,9,"Food, grocery & hospitality trade"
Panifici,41,9,"Food, grocery & hospitality trade"
Frutta e verdura GROSSISTI,39,9,"Food, grocery & hospitality trade"
Vini (grossisti),35,9,"Food, grocery & hospitality trade"
alimentari,33,9,"Food, grocery & hospitality trade"
Salumi (negozi),32,9,"Food, grocery & hospitality trade"
panificio,31,9,"Food, grocery & hospitality trade"
Olii commestibili ed affini,29,9,"Food, grocery & hospitality trade"
farmacista,27,9,"Food, grocery & hospitality trade"
tabaccheria,24,9,"Food, grocery & hospitality trade"
RISTORANTE,21,9,"Food, grocery & hospitality trade"
Drogherie,20,9,"Food, grocery & hospitality trade"
pasticceria,20,9,"Food, grocery & hospitality trade"
specialità veneziane,20,9,"Food, grocery & hospitality trade"
Caffè (esercizi),19,9,"Food, grocery & hospitality trade"
rappresentante generi alimentari,18,9,"Food, grocery & hospitality trade"
caffè (esercizi),17,9,"Food, grocery & hospitality trade"
Caffè,16,9,"Food, grocery & hospitality trade"
Farmacie,16,9,"Food, grocery & hospitality trade"
Caffe (torrefazione),14,9,"Food, grocery & hospitality trade"
Frutta secca,14,9,"Food, grocery & hospitality trade"
Friggitorie e commestibili cotti,13,9,"Food, grocery & hospitality trade"
Pastifici,13,9,"Food, grocery & hospitality trade"
salumi (negozio),12,9,"Food, grocery & hospitality trade"
farmacia,11,9,"Food, grocery & hospitality trade"
Pesce,11,9,"Food, grocery & hospitality trade"
Prodotti farmaceutici,11,9,"Food, grocery & hospitality trade"
Ristoranti,10,9,"Food, grocery & hospitality trade"
caffè,10,9,"Food, grocery & hospitality trade"
frutta e verdura (grossista),9,9,"Food, grocery & hospitality trade"
ristorante,9,9,"Food, grocery & hospitality trade"
Alimentari (dett.),9,9,"Food, grocery & hospitality trade"
Tabaccheria,8,9,"Food, grocery & hospitality trade"
Frutta,8,9,"Food, grocery & hospitality trade"
Gelaterie,8,9,"Food, grocery & hospitality trade"
albergo e ristorante,8,9,"Food, grocery & hospitality trade"
Pasticcerie ed affini,7,9,"Food, grocery & hospitality trade"
vini (grossista),7,9,"Food, grocery & hospitality trade"
Pesce conserva,7,9,"Food, grocery & hospitality trade"
Crine vegetali,5,9,"Food, grocery & hospitality trade"
Rosticcerie,5,9,"Food, grocery & hospitality trade"
Panificio,5,9,"Food, grocery & hospitality trade"
salumi,5,9,"Food, grocery & hospitality trade"
alimentari (dett),5,9,"Food, grocery & hospitality trade"
frutta e verdura,5,9,"Food, grocery & hospitality trade"
alimentari (gross.),5,9,"Food, grocery & hospitality trade"
bar pasticceria,5,9,"Food, grocery & hospitality trade"
Calonificio Veneziano,5,9,"Food, grocery & hospitality trade"
Caffe (importatori),4,9,"Food, grocery & hospitality trade"
vini (commercio enologico),4,9,"Food, grocery & hospitality trade"
drogheria,4,9,"Food, grocery & hospitality trade"
gelateria,4,9,"Food, grocery & hospitality trade"
